timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1747173600,May 13 2025 - 10:00pm,incomplete,N/A,Al Orubah,Al Khaleej,N/A,32,1.15,1.38,1.15,1.38,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.10,1.31,0.00,0.00,2.73,46,73,54,27,15,19,73,50,77,6.69,4.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Al-Oruba Club Stadium (Sakaka (Al Jawf))
1747173600,May 13 2025 - 10:00pm,incomplete,N/A,Al Fateh,Al Hilal,N/A,32,1.15,2.00,1.15,2.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.69,1.87,0.00,0.00,3.16,74,93,70,27,20,27,85,58,92,11.30,3.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Al Fateh Club Stadium (Al-Hasa)
1747173600,May 13 2025 - 10:00pm,incomplete,N/A,Al Ahli,Al Kholood,N/A,32,2.08,0.85,2.08,0.85,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.06,1.56,0.00,0.00,3.35,66,85,58,46,31,39,73,54,96,10.62,4.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,King Abdullah Sports City (Jeddah)
1747173600,May 13 2025 - 10:00pm,incomplete,N/A,Al Ittifaq,Dhamk,N/A,32,0.75,0.69,0.75,0.69,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.52,1.22,0.00,0.00,2.73,44,76,52,28,20,33,76,44,69,7.98,4.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Al Ettifaq Club Stadium (Ad Dammām (Dammam))
1747173600,May 13 2025 - 10:00pm,incomplete,N/A,Al Riyadh,Al Shabab,N/A,32,1.46,1.62,1.46,1.62,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.36,1.45,0.00,0.00,2.31,47,58,50,31,4,23,62,38,74,7.94,4.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Prince Turki bin Abdul Aziz Stadium (Ar-Riyāḍ (Riyadh))
1747173600,May 13 2025 - 10:00pm,incomplete,N/A,Al Quadisiya,Al Wahda,N/A,32,2.23,0.67,2.23,0.67,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.68,1.33,0.00,0.00,2.54,41,68,41,21,13,24,72,37,80,9.88,3.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Prince Saud bin Jalawi Stadium (al-Khobar (Khobar))
1747692000,May 19 2025 - 10:00pm,incomplete,N/A,Dhamk,Al Fateh,N/A,33,1.46,0.62,1.46,0.62,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.38,1.58,0.00,0.00,3.04,58,85,66,35,4,31,77,50,92,9.33,5.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Prince Sultan bin Abdulaziz Sports City Stadium (Abha)
1747692000,May 19 2025 - 10:00pm,incomplete,N/A,Al Ahli,Al Ittifaq,N/A,33,2.08,1.93,2.08,1.93,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.06,1.50,0.00,0.00,3.06,67,89,56,38,23,23,74,53,97,9.46,5.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,King Abdullah Sports City (Jeddah)
1747692000,May 19 2025 - 10:00pm,incomplete,N/A,Al Nassr,Al Khaleej,N/A,33,1.92,1.38,1.92,1.38,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.00,1.31,0.00,0.00,3.04,69,89,66,38,12,31,77,43,89,9.92,4.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Al Awal Park at King Saud University (Ar-Riyāḍ (Riyadh))
1747692000,May 19 2025 - 10:00pm,incomplete,N/A,Al Taawon,Al Riyadh,N/A,33,1.54,1.15,1.54,1.15,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.31,1.39,0.00,0.00,2.66,54,77,47,23,16,27,66,35,85,8.46,4.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,King Abdullah Sport City Stadium (Buraydah (Buraidah))
1747692000,May 19 2025 - 10:00pm,incomplete,N/A,Al Shabab,Al Ittihad,N/A,33,1.92,1.92,1.92,1.92,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.81,1.49,0.00,0.00,3.08,69,85,66,35,16,31,58,62,92,11.62,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Al-Shabab Club Stadium (Riyadh)
1747692000,May 19 2025 - 10:00pm,incomplete,N/A,Al Akhdoud,Al Raed,N/A,33,0.69,0.77,0.69,0.77,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.33,1.10,0.00,0.00,2.88,58,85,66,35,12,39,77,58,85,8.77,6.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Prince Hathloul Bin Abdul Aziz Sport City Stadium (Najran)
1747692000,May 19 2025 - 10:00pm,incomplete,N/A,Al Wahda,Al Hilal,N/A,33,0.86,2.00,0.86,2.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.32,1.87,0.00,0.00,3.59,67,93,78,51,30,34,89,67,93,8.74,4.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,King Abdulaziz Sports City Stadium (Makkah (Mecca))
1747692000,May 19 2025 - 10:00pm,incomplete,N/A,Al Kholood,Al Feiha,N/A,33,1.54,1.08,1.54,1.08,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.54,1.22,0.00,0.00,2.73,46,77,54,23,16,23,69,58,81,10.00,4.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Ar-Rass Stadium (Al Hazm Club Stadium) (Ar-Rass (Rass))
1747692000,May 19 2025 - 10:00pm,incomplete,N/A,Al Quadisiya,Al Orubah,N/A,33,2.23,0.85,2.23,0.85,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.68,1.19,0.00,0.00,2.58,35,73,50,19,12,35,77,35,81,10.46,4.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Prince Saud bin Jalawi Stadium (al-Khobar (Khobar))
1748210400,May 25 2025 - 10:00pm,incomplete,N/A,Al Khaleej,Al Akhdoud,N/A,34,1.15,1.08,1.15,1.08,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.40,1.40,0.00,0.00,2.54,42,69,42,31,12,38,62,23,89,9.54,4.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Prince Mohamed bin Fahd Stadium (Ad Dammām (Dammam))
1748210400,May 25 2025 - 10:00pm,incomplete,N/A,Al Fateh,Al Nassr,N/A,34,1.15,2.23,1.15,2.23,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.69,1.99,0.00,0.00,3.08,81,89,70,27,16,15,73,70,92,12.23,4.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Al Fateh Club Stadium (Al-Hasa)
1748210400,May 25 2025 - 10:00pm,incomplete,N/A,Al Ittihad,Dhamk,N/A,34,2.85,0.69,2.85,0.69,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.62,1.22,0.00,0.00,3.27,66,85,62,35,31,35,69,62,74,8.39,3.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,King Abdullah Sports City (Jeddah)
1748210400,May 25 2025 - 10:00pm,incomplete,N/A,Al Raed,Al Kholood,N/A,34,0.62,0.85,0.62,0.85,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.11,1.56,0.00,0.00,2.85,66,81,54,27,12,27,62,54,96,9.54,4.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,King Abdullah Sport City Stadium (Buraydah (Buraidah))
1748210400,May 25 2025 - 10:00pm,incomplete,N/A,Al Orubah,Al Taawon,N/A,34,1.15,1.31,1.15,1.31,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.10,1.23,0.00,0.00,2.12,23,58,35,12,8,12,62,39,77,7.31,5.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Al-Oruba Club Stadium (Sakaka (Al Jawf))
1748210400,May 25 2025 - 10:00pm,incomplete,N/A,Al Feiha,Al Shabab,N/A,34,0.92,1.62,0.92,1.62,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.10,1.45,0.00,0.00,2.31,47,66,39,27,12,31,66,31,74,8.60,4.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Al Majma'ah Sports City Stadium (Al Majma'ah)
1748210400,May 25 2025 - 10:00pm,incomplete,N/A,Al Hilal,Al Quadisiya,N/A,34,2.38,1.77,2.38,1.77,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.20,1.82,0.00,0.00,3.54,58,89,70,50,31,42,85,58,89,13.77,3.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Kingdom Arena (Ar-Riyāḍ (Riyadh))
1748210400,May 25 2025 - 10:00pm,incomplete,N/A,Al Riyadh,Al Ahli,N/A,34,1.46,1.69,1.46,1.69,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.36,1.78,0.00,0.00,2.08,35,50,38,19,8,8,54,42,70,9.09,4.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Prince Turki bin Abdul Aziz Stadium (Ar-Riyāḍ (Riyadh))
1748210400,May 25 2025 - 10:00pm,incomplete,N/A,Al Ittifaq,Al Wahda,N/A,34,0.75,0.67,0.75,0.67,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.52,1.33,0.00,0.00,2.96,46,71,54,38,21,38,75,42,79,8.09,3.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Al Ettifaq Club Stadium (Ad Dammām (Dammam))
